Sale Order Item Code,Display Order Code,Store,Date,Reverse Pickup Code,Reverse Pickup Created Date,Reverse Pickup Reason,Invoice Code,Invoice Created,Item SKU Code,Channel Product Id,Product,Item Type Color,Item Type Size,Item Type Brand,Channel Name,SKU Require Customization,Gift Wrap,Gift Message,HSN Code,MRP,Total Price,Amount,Quantity Ordered,Cost Price,Prepaid Amount,Subtotal,Discount,GST Tax Type Code,CGST,IGST,SGST,UTGST,CESS,CGST Rate,IGST Rate,SGST Rate,UTGST Rate,CESS Rate,TCS Amount,Tax %,Tax Value,Voucher Code,Shipping Charges,Shipping Method Charges,COD Service Charges,Gift Wrap Charges,Packet Number,Sale Order Code,On Hold,Sale Order Status,Priority,Currency,Currency Conversion Rate,Sale Order Item Status,Cancellation Reason,Shipping provider,Shipping Courier,Shipping Arranged By,Shipping Package Code,Shipping Package Creation Date,Shipping Package Status Code,Shipping Package Type,Length(mm),Width(mm),Height(mm),Delivery Time,Tracking Number,Dispatch Date,Facility,Return Date,Return Reason,Return Remarks,Created,Updated,Combination Identifier,Combination Description,Transfer Price,Item Code,IMEI,Weight,GSTIN,Customer GSTIN,TIN,Payment Instrument,Fulfillment TAT,Adjustment In Selling Price,Adjustment In Discount,Store Credit,IRN,Acknowledgement Number,Bundle SKU Code Number,SKU Name,Batch Code,Vendor Batch Number,Seller SKU Code,Item Type EAN,Shipping Courier Status,Shipping Tracking Status,Item Seal Id,Parent Sale Order Code,Item Tag,Shipment Tag,Original Order ID,Payment Method,Store Code,Channel Shipping,Item Details
435667-0,EXC-S2000065504,schools365,15-08-2025 19:26,,,,INS/25-26/12118,29-08-2025 16:25,RBKPB002-7,RBKPB002-7,Reebok Prodigy Black School Shoes - 7US,Black,7US,Reebok,schools365,FALSE,FALSE,,64041990,2999,2289,2159,1,,0,1829.66,0,Range-5-18,174.59,0,174.59,0,0,9,0,9,0,0,0.00E+00,,,,130,0,0,0,1,SC-EXC-S2000065504,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611208,15-08-2025 19:32,DELIVERED,DEFAULT,1,1,1,30-08-2025 10:18,9.44181E+12,29-08-2025 17:05,Bangalore,,,,15-08-2025 19:30,30-08-2025 12:00,,,,,,501,29AAHCP5883A1Z7,,29141195654,,20-08-2025 19:30,0,0,0,,,,Reebok Prodigy Black School Shoes - 7US,,,RBKPB002-7,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435212419774736100-1,OD435212419774736100,FLIPKART 25,15-08-2025 20:11,,,,FAABJ92600000030,18-08-2025 10:46,RBKPB002-14-3P,LSTSHOHDNSUBJXRXARPSGY229,Reebok Prodigy Black School Shoes 3P - 14US,Black,14US,Reebok,FLIPKART 25,FALSE,FALSE,,64041990,2999,2542,2542,1,,0,2154.24,0,Range-5-18,0,387.76,0,0,0,0,18,0,0,0,0.00E+00,,,,0,0,0,0,1,`435212419774736100,FALSE,COMPLETE,0,INR,1,DISPATCHED,,E-Kart Logistics,,Channel,SPOR2611209,15-08-2025 20:24,RETURN_EXPECTED,DEFAULT,1,1,1,,FMPC5108465758,18-08-2025 17:40,Bangalore,,,,15-08-2025 20:22,18-08-2025 17:40,,,,,,501,29AAHCP5883A1Z7,,29141195654,,19-08-2025 12:00,0,0,0,,,,Reebok Prodigy Black School Shoes 3P - 14US,,,RBKPB002-14-3P,,COURIER_RETURN-IN_TRANSIT,RTO_IN_TRANSIT,,,,,,,,TRUE,
335214185177096100-1,OD335214185177096100,FLIPKART 25,16-08-2025 01:05,,,,FAABJ92600000029,18-08-2025 10:48,RBKPB002-14-3P,LSTSHOHDNSUBJXRXARPSGY229,Reebok Prodigy Black School Shoes 3P - 14US,Black,14US,Reebok,FLIPKART 25,FALSE,FALSE,,64041990,2999,2518,2518,1,,0,2133.9,0,Range-5-18,0,384.1,0,0,0,0,18,0,0,0,0.00E+00,,,,0,0,0,0,1,`335214185177096100,FALSE,COMPLETE,0,INR,1,DELIVERED,,E-Kart Logistics,,Channel,SPOR2611210,16-08-2025 01:12,DELIVERED,DEFAULT,1,1,1,19-08-2025 03:02,FMPC5108453465,18-08-2025 18:40,Bangalore,,,,16-08-2025 01:10,20-08-2025 16:15,,,,,,501,29AAHCP5883A1Z7,,29141195654,,19-08-2025 12:00,0,0,0,,,,Reebok Prodigy Black School Shoes 3P - 14US,,,RBKPB002-14-3P,,DELIVERED,STATUS_NOT_DEFINED,,,,,,,,TRUE,
435673-0,S2000065505,schools365,16-08-2025 19:52,,,,INS/25-26/11571,18-08-2025 11:07,KCSFS001-28,KCSFS001-28,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 28,Navy Blue,28,GOL,schools365,FALSE,FALSE,,61102000,999,936.22,839,1,,0,799.04,0,gst-5,22.3,0,22.3,0,0,2.5,0,2.5,0,0,0.00E+00,,,,97.22,0,0,0,1,SC-S2000065505,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611211,16-08-2025 20:02,DELIVERED,DEFAULT,0,0,0,19-08-2025 15:42,9.44181E+12,18-08-2025 18:29,Bangalore,,,,16-08-2025 20:00,19-08-2025 18:01,,,,,,504,29AAHCP5883A1Z7,,29141195654,,21-08-2025 20:00,0,0,0,,,,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 28,,,KCSFS001-28,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435669-0,S2000065505,schools365,16-08-2025 19:52,,,,INS/25-26/11571,18-08-2025 11:07,SSGOL004-2,SSGOL004-2,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,Blue,M,GOL,schools365,FALSE,FALSE,,61159500,149,166.26,149,1,43,0,141.9,0,gst-5-gears,3.96,0,3.96,0,0,2.5,0,2.5,0,0,0.00E+00,,,,17.26,0,0,0,1,SC-S2000065505,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611211,16-08-2025 20:02,DELIVERED,DEFAULT,0,0,0,19-08-2025 15:42,9.44181E+12,18-08-2025 18:29,Bangalore,,,,16-08-2025 20:00,19-08-2025 18:01,,,,,,504,29AAHCP5883A1Z7,,29141195654,,21-08-2025 20:00,0,0,0,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,,,SSGOL004-2,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435669-1,S2000065505,schools365,16-08-2025 19:52,,,,INS/25-26/11571,18-08-2025 11:07,SSGOL004-2,SSGOL004-2,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,Blue,M,GOL,schools365,FALSE,FALSE,,61159500,149,166.26,149,1,43,0,141.9,0,gst-5-gears,3.96,0,3.96,0,0,2.5,0,2.5,0,0,0.00E+00,,,,17.26,0,0,0,1,SC-S2000065505,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611211,16-08-2025 20:02,DELIVERED,DEFAULT,0,0,0,19-08-2025 15:42,9.44181E+12,18-08-2025 18:29,Bangalore,,,,16-08-2025 20:00,19-08-2025 18:01,,,,,,504,29AAHCP5883A1Z7,,29141195654,,21-08-2025 20:00,0,0,0,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,,,SSGOL004-2,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435671-0,S2000065505,schools365,16-08-2025 19:52,,,,INS/25-26/11571,18-08-2025 11:07,SSGOL006-7,SSGOL006-7,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",White,M,GOL,schools365,FALSE,FALSE,,61159500,149,166.26,149,1,205,0,141.9,0,gst-5,3.96,0,3.96,0,0,2.5,0,2.5,0,0,0.00E+00,,,,17.26,0,0,0,1,SC-S2000065505,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611211,16-08-2025 20:02,DELIVERED,DEFAULT,0,0,0,19-08-2025 15:42,9.44181E+12,18-08-2025 18:29,Bangalore,,,,16-08-2025 20:00,19-08-2025 18:01,,,,,,504,29AAHCP5883A1Z7,,29141195654,,21-08-2025 20:00,0,0,0,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",,,SSGOL006-7,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435675-0,S2000065506,schools365,16-08-2025 20:16,,,,INS/25-26/11572,18-08-2025 11:07,KYTP002-34,KYTP002-34,GOL Sri Kumaran Yogapant - Black - Size : 34,Black,34,GOL,schools365,FALSE,FALSE,,61034200,999,758,609,1,,0,580,0,gst-5,18.05,0,18.05,0,0,2.5,0,2.5,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065506,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611212,16-08-2025 20:22,DELIVERED,DEFAULT,1,1,1,19-08-2025 16:54,9.44181E+12,18-08-2025 18:29,Bangalore,,,,16-08-2025 20:20,19-08-2025 18:01,,,,,,501,29AAHCP5883A1Z7,,29141195654,,21-08-2025 20:20,0,0,0,,,,GOL Sri Kumaran Yogapant - Black - Size : 34,,,KYTP002-34,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435677-0,S2000065507,schools365,16-08-2025 20:26,,,,INS/25-26/11573,18-08-2025 11:07,PSSB008-1,PSSB008-1,Plaeto Kid - Aspire Unisex School Shoes - 1 UK - Black,Black,1 UK,Plaeto,schools365,FALSE,FALSE,,640419,1599,1419,1270,1,,0,1076.28,0,gst-5,108.22,0,108.22,0,0,9,0,9,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065507,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611213,16-08-2025 20:32,DELIVERED,DEFAULT,1,1,1,19-08-2025 11:27,9.44181E+12,18-08-2025 18:29,Bangalore,,,,16-08-2025 20:30,19-08-2025 12:00,,,,,,501,29AAHCP5883A1Z7,,29141195654,,21-08-2025 20:30,0,0,0,,,,Plaeto Kid - Aspire Unisex School Shoes - 1 UK - Black,,,PSSB008-1,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435681-0,S2000065509,schools365,16-08-2025 20:36,,,,INS/25-26/12092,29-08-2025 11:18,BISRTSN001-6,BISRTSN001-6,BIS Unisex House Colour T-shirt New - Red - Size : 6,Red,6,GOL,schools365,FALSE,FALSE,,61091000,999,1148,999,1,,0,951.44,0,gst-5,27.33,0,27.33,0,0,2.5,0,2.5,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065509,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611681,21-08-2025 12:00,DELIVERED,DEFAULT,1,1,1,31-08-2025 14:30,9.44181E+12,29-08-2025 17:05,Bangalore,,,,16-08-2025 20:40,31-08-2025 18:01,,,,,,501,29AAHCP5883A1Z7,,29141195654,,21-08-2025 20:40,0,0,0,,,,BIS Unisex House Colour T-shirt New - Red - Size : 6,,,BISRTSN001-6,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435685-0,S2000065510,schools365,17-08-2025 08:02,RP/25-26/0213,08-09-2025 14:04,,INS/25-26/11574,18-08-2025 11:08,SDSTPNB07-34,SDSTPNB07-34,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 34,Navy Blue,34,GOL,schools365,FALSE,FALSE,,61034200,999,1073.5,999,1,,0,951.43,0,gst-5,0,51.12,0,0,0,0,5,0,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065510,FALSE,COMPLETE,0,INR,1,REPLACED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611214,17-08-2025 08:12,DELIVERED,DEFAULT,0,0,0,20-08-2025 13:45,9.44181E+12,18-08-2025 18:29,Bangalore,,,,17-08-2025 08:10,08-09-2025 14:04,,,,,,502,29AAHCP5883A1Z7,,29141195654,,22-08-2025 08:10,0,0,0,,,,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 34,,,SDSTPNB07-34,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435683-0,S2000065510,schools365,17-08-2025 08:02,RP/25-26/0213,08-09-2025 14:04,,INS/25-26/11574,18-08-2025 11:08,SDSTS002-32,SDSTS002-32,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 32,Light Blue,32,GOL,schools365,FALSE,FALSE,,61091000,999,1073.5,999,1,,0,951.43,0,gst-5,0,51.12,0,0,0,0,5,0,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065510,FALSE,COMPLETE,0,INR,1,REPLACED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611214,17-08-2025 08:12,DELIVERED,DEFAULT,0,0,0,20-08-2025 13:45,9.44181E+12,18-08-2025 18:29,Bangalore,,,,17-08-2025 08:10,08-09-2025 14:04,,,,,,502,29AAHCP5883A1Z7,,29141195654,,22-08-2025 08:10,0,0,0,,,,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 32,,,SDSTS002-32,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435687-0,S2000065511,schools365,17-08-2025 12:32,,,,INS/25-26/11575,18-08-2025 11:08,SSGOL004-4,SSGOL004-4,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - XL,Blue,XL,GOL,schools365,FALSE,FALSE,,61159500,149,198.66,149,1,43,0,141.906667,0,gst-5-gears,4.73,0,4.73,0,0,2.5,0,2.5,0,0,0.00E+00,,,,49.66,0,0,0,1,SC-S2000065511,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611215,17-08-2025 12:42,DELIVERED,DEFAULT,0,0,0,19-08-2025 18:18,9.44181E+12,18-08-2025 18:29,Bangalore,,,,17-08-2025 12:40,20-08-2025 00:00,,,,,,503,29AAHCP5883A1Z7,,29141195654,,22-08-2025 12:40,0,0,0,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - XL,,,SSGOL004-4,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435687-1,S2000065511,schools365,17-08-2025 12:32,,,,INS/25-26/11575,18-08-2025 11:08,SSGOL004-4,SSGOL004-4,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - XL,Blue,XL,GOL,schools365,FALSE,FALSE,,61159500,149,198.67,149,1,43,0,141.906667,0,gst-5-gears,4.73,0,4.73,0,0,2.5,0,2.5,0,0,0.00E+00,,,,49.67,0,0,0,1,SC-S2000065511,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611215,17-08-2025 12:42,DELIVERED,DEFAULT,0,0,0,19-08-2025 18:18,9.44181E+12,18-08-2025 18:29,Bangalore,,,,17-08-2025 12:40,20-08-2025 00:00,,,,,,503,29AAHCP5883A1Z7,,29141195654,,22-08-2025 12:40,0,0,0,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - XL,,,SSGOL004-4,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435687-2,S2000065511,schools365,17-08-2025 12:32,,,,INS/25-26/11575,18-08-2025 11:08,SSGOL004-4,SSGOL004-4,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - XL,Blue,XL,GOL,schools365,FALSE,FALSE,,61159500,149,198.67,149,1,43,0,141.906667,0,gst-5-gears,4.73,0,4.73,0,0,2.5,0,2.5,0,0,0.00E+00,,,,49.67,0,0,0,1,SC-S2000065511,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611215,17-08-2025 12:42,DELIVERED,DEFAULT,0,0,0,19-08-2025 18:18,9.44181E+12,18-08-2025 18:29,Bangalore,,,,17-08-2025 12:40,20-08-2025 00:00,,,,,,503,29AAHCP5883A1Z7,,29141195654,,22-08-2025 12:40,0,0,0,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - XL,,,SSGOL004-4,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435697-0,S2000065514,schools365,17-08-2025 15:48,,,,INS/25-26/11576,18-08-2025 11:08,PSSB005-2,PSSB005-2,Plaeto Kid - Nova Unisex School Shoes - 2 UK - Black,Black,2 UK,Plaeto,schools365,FALSE,FALSE,,640419,2499,1971.67,1900,1,2499,0,1610.17,0,gst-5,0,300.76,0,0,0,0,18,0,0,0,0.00E+00,,,,71.67,0,0,0,1,SC-S2000065514,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611216,17-08-2025 15:52,DELIVERED,DEFAULT,0,0,0,20-08-2025 11:09,9.44181E+12,18-08-2025 18:29,Bangalore,,,,17-08-2025 15:50,20-08-2025 12:00,,,,,,502,29AAHCP5883A1Z7,,29141195654,,22-08-2025 15:50,0,0,0,,,,Plaeto Kid - Nova Unisex School Shoes - 2 UK - Black,,,PSSB005-2,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435699-0,S2000065514,schools365,17-08-2025 15:48,,,,INS/25-26/11576,18-08-2025 11:08,PSSB006-1,PSSB006-1,Plaeto Big Kid - Nova Unisex School Shoes - 5 UK - Black,Black,5 UK,Plaeto,schools365,FALSE,FALSE,,640419,2699,2127.33,2050,1,2699,0,1737.29,0,Range-5-18,0,324.51,0,0,0,0,18,0,0,0,0.00E+00,,,,77.33,0,0,0,1,SC-S2000065514,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611216,17-08-2025 15:52,DELIVERED,DEFAULT,0,0,0,20-08-2025 11:09,9.44181E+12,18-08-2025 18:29,Bangalore,,,,17-08-2025 15:50,20-08-2025 12:00,,,,,,502,29AAHCP5883A1Z7,,29141195654,,22-08-2025 15:50,0,0,0,,,,Plaeto Big Kid - Nova Unisex School Shoes - 5 UK - Black,,,PSSB006-1,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435701-0,S2000065515,schools365,17-08-2025 16:37,,,,INS/25-26/11577,18-08-2025 11:09,KICBELT001-4,KICBELT001-4,Sri Kumaran ICSE Belt - Grey - Length - 36 inch,Grey,Length - 36 inch - preferred waist size (30 to 33),GOL,schools365,FALSE,FALSE,,62179090,499,439,290,1,50,0,276.2,0,gst-5,10.45,0,10.45,0,0,2.5,0,2.5,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065515,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611217,17-08-2025 16:42,DELIVERED,DEFAULT,1,1,1,21-08-2025 15:05,9.44181E+12,18-08-2025 18:29,Bangalore,,,,17-08-2025 16:40,21-08-2025 18:01,,,,,,501,29AAHCP5883A1Z7,,29141195654,,22-08-2025 16:40,0,0,0,,,,Sri Kumaran ICSE Belt - Grey - Length - 36 inch,,,KICBELT001-4,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435703-0,S2000065516,schools365,17-08-2025 18:09,,,,INS/25-26/11578,18-08-2025 11:09,KICHP002-14,KICHP002-14,Sri Kumaran ICSE Formal Boys Half Pant - Grey - Size : 14,Grey,14,GOL,schools365,FALSE,FALSE,,6203,999,625.75,560,1,,0,533.32,0,gst-5,14.9,0,14.9,0,0,2.5,0,2.5,0,0,0.00E+00,,,,65.75,0,0,0,1,SC-S2000065516,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611219,17-08-2025 18:12,DELIVERED,DEFAULT,0,0,0,19-08-2025 12:06,9.44181E+12,18-08-2025 18:29,Bangalore,,,,17-08-2025 18:10,19-08-2025 18:01,,,,,,503,29AAHCP5883A1Z7,,29141195654,,22-08-2025 18:10,0,0,0,,,,Sri Kumaran ICSE Formal Boys Half Pant - Grey - Size : 14,,,KICHP002-14,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435705-0,S2000065516,schools365,17-08-2025 18:09,,,,INS/25-26/11578,18-08-2025 11:09,KICWSHORT002-14,KICWSHORT002-14,Sri Kumaran ICSE Sports Wednesday Shorts - Navy Blue - Size : 14,Navy Blue,14,GOL,schools365,FALSE,FALSE,,62034300,999,625.76,560,1,,0,533.32,0,gst-5,14.9,0,14.9,0,0,2.5,0,2.5,0,0,0.00E+00,,,,65.76,0,0,0,1,SC-S2000065516,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611219,17-08-2025 18:12,DELIVERED,DEFAULT,0,0,0,19-08-2025 12:06,9.44181E+12,18-08-2025 18:29,Bangalore,,,,17-08-2025 18:10,19-08-2025 18:01,,,,,,503,29AAHCP5883A1Z7,,29141195654,,22-08-2025 18:10,0,0,0,,,,Sri Kumaran ICSE Sports Wednesday Shorts - Navy Blue - Size : 14,,,KICWSHORT002-14,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435707-0,S2000065516,schools365,17-08-2025 18:09,,,,INS/25-26/11578,18-08-2025 11:09,SSGOL008-2,SSGOL008-2,GOL Sri Kumaran Grey Melange Semi Crew Socks - (Pack Of 1) - Size : M,Grey,M,GOL,schools365,FALSE,FALSE,,61159500,149,166.49,149,1,43,0,141.9,0,gst-5,3.97,0,3.97,0,0,2.5,0,2.5,0,0,0.00E+00,,,,17.49,0,0,0,1,SC-S2000065516,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611219,17-08-2025 18:12,DELIVERED,DEFAULT,0,0,0,19-08-2025 12:06,9.44181E+12,18-08-2025 18:29,Bangalore,,,,17-08-2025 18:10,19-08-2025 18:01,,,,,,503,29AAHCP5883A1Z7,,29141195654,,22-08-2025 18:10,0,0,0,,,,GOL Sri Kumaran Grey Melange Semi Crew Socks - (Pack Of 1) - Size : M,,,SSGOL008-2,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435709-0,S2000065517,schools365,17-08-2025 18:34,,,,INS/25-26/12163,01-09-2025 15:47,BISSTPN002-34,BISSTPN002-34,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 34,Navy Blue,34,GOL,schools365,FALSE,FALSE,,61034200,999,626.25,589,1,,0,560.95,0,gst-5,14.9125,0,14.9125,0,0,2.5,0,2.5,0,0,0.00E+00,,,,37.25,0,0,0,1,SC-S2000065517,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611830,01-09-2025 12:15,DELIVERED,DEFAULT,0,0,0,03-09-2025 13:34,9.44181E+12,01-09-2025 20:00,Bangalore,,,,17-08-2025 18:40,03-09-2025 18:00,,,,,,504,29AAHCP5883A1Z7,,29141195654,,22-08-2025 18:40,0,0,0,,,,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 34,,,BISSTPN002-34,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435709-1,S2000065517,schools365,17-08-2025 18:34,,,,INS/25-26/12163,01-09-2025 15:47,BISSTPN002-34,BISSTPN002-34,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 34,Navy Blue,34,GOL,schools365,FALSE,FALSE,,61034200,999,626.25,589,1,,0,560.95,0,gst-5,14.9125,0,14.9125,0,0,2.5,0,2.5,0,0,0.00E+00,,,,37.25,0,0,0,1,SC-S2000065517,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611830,01-09-2025 12:15,DELIVERED,DEFAULT,0,0,0,03-09-2025 13:34,9.44181E+12,01-09-2025 20:00,Bangalore,,,,17-08-2025 18:40,03-09-2025 18:00,,,,,,504,29AAHCP5883A1Z7,,29141195654,,22-08-2025 18:40,0,0,0,,,,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 34,,,BISSTPN002-34,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435709-2,S2000065517,schools365,17-08-2025 18:34,,,,INS/25-26/12163,01-09-2025 15:47,BISSTPN002-34,BISSTPN002-34,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 34,Navy Blue,34,GOL,schools365,FALSE,FALSE,,61034200,999,626.25,589,1,,0,560.95,0,gst-5,14.9125,0,14.9125,0,0,2.5,0,2.5,0,0,0.00E+00,,,,37.25,0,0,0,1,SC-S2000065517,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611830,01-09-2025 12:15,DELIVERED,DEFAULT,0,0,0,03-09-2025 13:34,9.44181E+12,01-09-2025 20:00,Bangalore,,,,17-08-2025 18:40,03-09-2025 18:00,,,,,,504,29AAHCP5883A1Z7,,29141195654,,22-08-2025 18:40,0,0,0,,,,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 34,,,BISSTPN002-34,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435709-3,S2000065517,schools365,17-08-2025 18:34,,,,INS/25-26/12163,01-09-2025 15:47,BISSTPN002-34,BISSTPN002-34,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 34,Navy Blue,34,GOL,schools365,FALSE,FALSE,,61034200,999,626.25,589,1,,0,560.95,0,gst-5,14.9125,0,14.9125,0,0,2.5,0,2.5,0,0,0.00E+00,,,,37.25,0,0,0,1,SC-S2000065517,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611830,01-09-2025 12:15,DELIVERED,DEFAULT,0,0,0,03-09-2025 13:34,9.44181E+12,01-09-2025 20:00,Bangalore,,,,17-08-2025 18:40,03-09-2025 18:00,,,,,,504,29AAHCP5883A1Z7,,29141195654,,22-08-2025 18:40,0,0,0,,,,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 34,,,BISSTPN002-34,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435711-0,S2000065518,schools365,17-08-2025 18:35,,,,INS/25-26/12164,01-09-2025 15:47,BISSTPN002-30,BISSTPN002-30,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 30,Navy Blue,30,GOL,schools365,FALSE,FALSE,,61034200,999,663.5,589,1,,0,560.95,0,gst-5,15.8,0,15.8,0,0,2.5,0,2.5,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065518,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611831,01-09-2025 12:15,DELIVERED,DEFAULT,0,0,0,02-09-2025 13:19,9.44181E+12,01-09-2025 20:00,Bangalore,,,,17-08-2025 18:40,02-09-2025 18:02,,,,,,502,29AAHCP5883A1Z7,,29141195654,,22-08-2025 18:40,0,0,0,,,,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 30,,,BISSTPN002-30,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
