Sale Order Item Code,Display Order Code,Store,Reverse Pickup Code,Reverse Pickup Created Date,Reverse Pickup Reason,Require Customization,COD,Shipping Address Id,Category,Invoice Code,Invoice Created,EWayBill No,EWayBill Date,EWayBill Valid Till,Billing Address City,Billing Address State,Billing Address Country,Billing Address Pincode,Billing Address Latitude,Billing Address Longitude,Shipping Method,Item SKU Code,Channel Product Id,Item Type Name,Item Type Color,Item Type Size,Item Type Brand,Channel Name,SKU Require Customization,Gift Wrap,Gift Message,HSN Code,MRP,Total Price,Selling Price,Cost Price,Prepaid Amount,Subtotal,Discount,GST Tax Type Code,CGST,IGST,SGST,UTGST,CESS,CGST Rate,IGST Rate,SGST Rate,UTGST Rate,CESS Rate,TCS Amount,Tax %,Tax Value,Voucher Code,Shipping Charges,Shipping Method Charges,COD Service Charges,Gift Wrap Charges,Packet Number,Order Date as dd/mm/yyyy hh:MM:ss,Sale Order Code,On Hold,Sale Order Status,Priority,Currency,Currency Conversion Rate,Sale Order Item Status,Cancellation Reason,Shipping provider,Shipping Courier,Shipping Arranged By,Shipping Package Code,Shipping Package Creation Date,Shipping Package Status Code,Shipping Package Type,Length(mm),Width(mm),Height(mm),Delivery Time,Tracking Number,Dispatch Date,Facility,Return Date,Return Reason,Return Remarks,Created,Updated,Combination Identifier,Combination Description,Transfer Price,Item Code,IMEI,Weight,GSTIN,Customer GSTIN,TIN,Payment Instrument,Fulfillment TAT,Adjustment In Selling Price,Adjustment In Discount,Store Credit,IRN,Acknowledgement Number,Bundle SKU Code Number,SKU Name,Batch Code,Vendor Batch Number,Seller SKU Code,Item Type EAN,Shipping Courier Status,Shipping Tracking Status,Item Seal Id,Parent Sale Order Code,Item Tag,Shipment Tag,Original Order ID,Payment Method,Store Code,Channel Shipping,Item Details
445470-0,S2000067710,Online,,,,FALSE,0,11436811,School Accessories,,,,,,Bangalore ,Karnataka,IN,560061,,,STD,SSGOL004-2,SSGOL004-2,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,Blue,M,GOL,schools365,FALSE,FALSE,,61159500,149,153.66,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,4.66,0,0,0,1,18-02-2026 19:27,SC-S2000067710,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 19:30,18-02-2026 19:32,,,,,,,,,,,23-02-2026 19:30,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,,,SSGOL004-2,,,,,,,,,cashfree,,FALSE,
445470-1,S2000067710,Online,,,,FALSE,0,11436811,School Accessories,,,,,,Bangalore ,Karnataka,IN,560061,,,STD,SSGOL004-2,SSGOL004-2,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,Blue,M,GOL,schools365,FALSE,FALSE,,61159500,149,153.66,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,4.66,0,0,0,1,18-02-2026 19:27,SC-S2000067710,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 19:30,18-02-2026 19:32,,,,,,,,,,,23-02-2026 19:30,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,,,SSGOL004-2,,,,,,,,,cashfree,,FALSE,
445472-0,S2000067710,Online,,,,FALSE,0,11436811,School Accessories,,,,,,Bangalore ,Karnataka,IN,560061,,,STD,KCSFS002-34,KCSFS002-34,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 34,Navy Blue,34,GOL,schools365,FALSE,FALSE,,61102000,999,927.09,899,,0,,0,gst-5,,,,,,,,,,,,,,,28.09,0,0,0,1,18-02-2026 19:27,SC-S2000067710,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 19:30,18-02-2026 19:32,,,,,,,,,,,23-02-2026 19:30,,,,,,,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 34,,,KCSFS002-34,,,,,,,,,cashfree,,FALSE,
445474-0,S2000067710,Online,,,,FALSE,0,11436811,School Accessories,,,,,,Bangalore ,Karnataka,IN,560061,,,STD,RBKPB001-4,RBKPB001-4,Reebok Prodigy Black School Shoes - 4US,Black,4US,Reebok,schools365,FALSE,FALSE,,64041990,2699,2102.67,2039,,0,,0,Range-5-18,,,,,,,,,,,,,,,63.67,0,0,0,1,18-02-2026 19:27,SC-S2000067710,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 19:30,18-02-2026 19:32,,,,,,,,,,,23-02-2026 19:30,,,,,,,Reebok Prodigy Black School Shoes - 4US,,,RBKPB001-4,,,,,,,,,cashfree,,FALSE,
445476-0,S2000067710,Online,,,,FALSE,0,11436811,School Accessories,,,,,,Bangalore ,Karnataka,IN,560061,,,STD,KYTP002-36,KYTP002-36,GOL Sri Kumaran Yogapant - Black - Size : 36,Black,36,GOL,schools365,FALSE,FALSE,,61034200,999,658.96,639,,0,,0,gst-5,,,,,,,,,,,,,,,19.96,0,0,0,1,18-02-2026 19:27,SC-S2000067710,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 19:30,18-02-2026 19:32,,,,,,,,,,,23-02-2026 19:30,,,,,,,GOL Sri Kumaran Yogapant - Black - Size : 36,,,KYTP002-36,,,,,,,,,cashfree,,FALSE,
445478-0,S2000067711,Online,,,,FALSE,0,11436820,School Accessories,,,,,,Bangalore,Karnataka,IN,560111,,,STD,SSGOL004-2,SSGOL004-2,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,Blue,M,GOL,schools365,FALSE,FALSE,,61159500,149,172.95,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,23.95,0,0,0,1,18-02-2026 19:38,SC-S2000067711,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 19:40,18-02-2026 19:42,,,,,,,,,,,23-02-2026 19:40,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,,,SSGOL004-2,,,,,,,,,cashfree,,FALSE,
445480-0,S2000067711,Online,,,,FALSE,0,11436820,School Accessories,,,,,,Bangalore,Karnataka,IN,560111,,,STD,SSGOL006-7,SSGOL006-7,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",White,M,GOL,schools365,FALSE,FALSE,,61159500,149,172.95,149,205,0,,0,gst-5,,,,,,,,,,,,,,,23.95,0,0,0,1,18-02-2026 19:38,SC-S2000067711,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 19:40,18-02-2026 19:42,,,,,,,,,,,23-02-2026 19:40,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",,,SSGOL006-7,,,,,,,,,cashfree,,FALSE,
445482-0,S2000067711,Online,,,,FALSE,0,11436820,School Accessories,,,,,,Bangalore,Karnataka,IN,560111,,,STD,KYTP001-28,KYTP001-28,GOL Sri Kumaran Yogapant - Black - Size : 28,Black,28,GOL,schools365,FALSE,FALSE,,61034200,999,730.1,629,,0,,0,gst-5,,,,,,,,,,,,,,,101.1,0,0,0,1,18-02-2026 19:38,SC-S2000067711,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 19:40,18-02-2026 19:42,,,,,,,,,,,23-02-2026 19:40,,,,,,,GOL Sri Kumaran Yogapant - Black - Size : 28,,,KYTP001-28,,,,,,,,,cashfree,,FALSE,
445484-0,S2000067712,Online,,,,FALSE,0,11436844,School Accessories,,,,,,Bengaluru ,Karnataka,IN,560078,,,STD,SSGOL006-10,SSGOL006-10,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",White,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,170.18,149,205,0,,0,gst-5,,,,,,,,,,,,,,,21.18,0,0,0,1,18-02-2026 19:52,SC-S2000067712,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:00,18-02-2026 20:02,,,,,,,,,,,23-02-2026 20:00,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",,,SSGOL006-10,,,,,,,,,cashfree,,FALSE,
445486-0,S2000067712,Online,,,,FALSE,0,11436844,School Accessories,,,,,,Bengaluru ,Karnataka,IN,560078,,,STD,KCSFS002-36,KCSFS002-36,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 36,Navy Blue,36,GOL,schools365,FALSE,FALSE,,61102000,999,1026.82,899,,0,,0,gst-5,,,,,,,,,,,,,,,127.82,0,0,0,1,18-02-2026 19:52,SC-S2000067712,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:00,18-02-2026 20:02,,,,,,,,,,,23-02-2026 20:00,,,,,,,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 36,,,KCSFS002-36,,,,,,,,,cashfree,,FALSE,
445488-0,S2000067713,Online,,,,FALSE,0,11436862,School Accessories,,,,,,Bangalore,Karnataka,IN,560062,,,STD,SSGOL004-2,SSGOL004-2,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,Blue,M,GOL,schools365,FALSE,FALSE,,61159500,149,172.95,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,23.95,0,0,0,1,18-02-2026 20:20,SC-S2000067713,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:21,18-02-2026 20:22,,,,,,,,,,,23-02-2026 20:21,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,,,SSGOL004-2,,,,,,,,,cashfree,,FALSE,
445490-0,S2000067713,Online,,,,FALSE,0,11436862,School Accessories,,,,,,Bangalore,Karnataka,IN,560062,,,STD,KYTP001-28,KYTP001-28,GOL Sri Kumaran Yogapant - Black - Size : 28,Black,28,GOL,schools365,FALSE,FALSE,,61034200,999,730.1,629,,0,,0,gst-5,,,,,,,,,,,,,,,101.1,0,0,0,1,18-02-2026 20:20,SC-S2000067713,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:21,18-02-2026 20:22,,,,,,,,,,,23-02-2026 20:21,,,,,,,GOL Sri Kumaran Yogapant - Black - Size : 28,,,KYTP001-28,,,,,,,,,cashfree,,FALSE,
445492-0,S2000067713,Online,,,,FALSE,0,11436862,School Accessories,,,,,,Bangalore,Karnataka,IN,560062,,,STD,SSGOL006-7,SSGOL006-7,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",White,M,GOL,schools365,FALSE,FALSE,,61159500,149,172.95,149,205,0,,0,gst-5,,,,,,,,,,,,,,,23.95,0,0,0,1,18-02-2026 20:20,SC-S2000067713,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:21,18-02-2026 20:22,,,,,,,,,,,23-02-2026 20:21,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",,,SSGOL006-7,,,,,,,,,cashfree,,FALSE,
445494-0,S2000067714,Online,,,,FALSE,0,11436876,School Accessories,,,,,,Bangalore,Karnataka,IN,560062,,,STD,SSGOL004-3,SSGOL004-3,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - L,Blue,L,GOL,schools365,FALSE,FALSE,,61159500,149,160.53,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,11.53,0,0,0,1,18-02-2026 20:31,SC-S2000067714,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:42,18-02-2026 20:44,,,,,,,,,,,23-02-2026 20:42,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - L,,,SSGOL004-3,,,,,,,,,cashfree,,FALSE,
445494-1,S2000067714,Online,,,,FALSE,0,11436876,School Accessories,,,,,,Bangalore,Karnataka,IN,560062,,,STD,SSGOL004-3,SSGOL004-3,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - L,Blue,L,GOL,schools365,FALSE,FALSE,,61159500,149,160.53,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,11.53,0,0,0,1,18-02-2026 20:31,SC-S2000067714,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:42,18-02-2026 20:44,,,,,,,,,,,23-02-2026 20:42,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - L,,,SSGOL004-3,,,,,,,,,cashfree,,FALSE,
445496-0,S2000067714,Online,,,,FALSE,0,11436876,School Accessories,,,,,,Bangalore,Karnataka,IN,560062,,,STD,SSGOL006-8,SSGOL006-8,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : L",White,L,GOL,schools365,FALSE,FALSE,,61159500,149,160.53,149,205,0,,0,gst-5,,,,,,,,,,,,,,,11.53,0,0,0,1,18-02-2026 20:31,SC-S2000067714,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:42,18-02-2026 20:44,,,,,,,,,,,23-02-2026 20:42,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : L",,,SSGOL006-8,,,,,,,,,cashfree,,FALSE,
445498-0,S2000067714,Online,,,,FALSE,0,11436876,School Accessories,,,,,,Bangalore,Karnataka,IN,560062,,,STD,KYTP002-34,KYTP002-34,GOL Sri Kumaran Yogapant - Black - Size : 34,Black,34,GOL,schools365,FALSE,FALSE,,61034200,999,688.46,639,,0,,0,gst-5,,,,,,,,,,,,,,,49.46,0,0,0,1,18-02-2026 20:31,SC-S2000067714,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:42,18-02-2026 20:44,,,,,,,,,,,23-02-2026 20:42,,,,,,,GOL Sri Kumaran Yogapant - Black - Size : 34,,,KYTP002-34,,,,,,,,,cashfree,,FALSE,
445500-0,S2000067714,Online,,,,FALSE,0,11436876,School Accessories,,,,,,Bangalore,Karnataka,IN,560062,,,STD,KCSLS002-34,KCSLS002-34,GOL Sri Kumaran Sweaters CBSE - Sleeveless - Navy Blue - Size : 34,Navy Blue,34,GOL,schools365,FALSE,FALSE,,61102000,999,903.95,839,,0,,0,gst-5,,,,,,,,,,,,,,,64.95,0,0,0,1,18-02-2026 20:31,SC-S2000067714,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:42,18-02-2026 20:44,,,,,,,,,,,23-02-2026 20:42,,,,,,,GOL Sri Kumaran Sweaters CBSE - Sleeveless - Navy Blue - Size : 34,,,KCSLS002-34,,,,,,,,,cashfree,,FALSE,
445502-0,S2000067715,Online,,,,FALSE,0,11436885,School Accessories,,,,,,Bangalore Urban,Karnataka,IN,560070,,,STD,KCSFS002-34,KCSFS002-34,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 34,Navy Blue,34,GOL,schools365,FALSE,FALSE,,61102000,999,938.91,899,,0,,0,gst-5,,,,,,,,,,,,,,,39.91,0,0,0,1,18-02-2026 20:42,SC-S2000067715,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:52,18-02-2026 20:54,,,,,,,,,,,23-02-2026 20:52,,,,,,,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 34,,,KCSFS002-34,,,,,,,,,cashfree,,FALSE,
445504-0,S2000067715,Online,,,,FALSE,0,11436885,School Accessories,,,,,,Bangalore Urban,Karnataka,IN,560070,,,STD,PSSB006-1,PSSB006-1,Plaeto Big Kid - Nova Unisex School Shoes - 5 UK - Black,Black,5 UK,Plaeto,schools365,FALSE,FALSE,,640419,2699,2254.85,2159,2699,0,,0,Range-5-18,,,,,,,,,,,,,,,95.85,0,0,0,1,18-02-2026 20:42,SC-S2000067715,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:52,18-02-2026 20:54,,,,,,,,,,,23-02-2026 20:52,,,,,,,Plaeto Big Kid - Nova Unisex School Shoes - 5 UK - Black,,,PSSB006-1,,,,,,,,,cashfree,,FALSE,
445506-0,S2000067715,Online,,,,FALSE,0,11436885,School Accessories,,,,,,Bangalore Urban,Karnataka,IN,560070,,,STD,SSGOL004-5,SSGOL004-5,GOL Blue Melange Semi Crew Socks - Size - XXL,Blue,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,155.62,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,6.62,0,0,0,1,18-02-2026 20:42,SC-S2000067715,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:52,18-02-2026 20:54,,,,,,,,,,,23-02-2026 20:52,,,,,,,GOL Blue Melange Semi Crew Socks - Size - XXL,,,SSGOL004-5,,,,,,,,,cashfree,,FALSE,
445506-1,S2000067715,Online,,,,FALSE,0,11436885,School Accessories,,,,,,Bangalore Urban,Karnataka,IN,560070,,,STD,SSGOL004-5,SSGOL004-5,GOL Blue Melange Semi Crew Socks - Size - XXL,Blue,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,155.62,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,6.62,0,0,0,1,18-02-2026 20:42,SC-S2000067715,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 20:52,18-02-2026 20:54,,,,,,,,,,,23-02-2026 20:52,,,,,,,GOL Blue Melange Semi Crew Socks - Size - XXL,,,SSGOL004-5,,,,,,,,,cashfree,,FALSE,
445508-0,S2000067716,Online,,,,FALSE,0,11436899,School Accessories,,,,,,Bangalore,Karnataka,IN,560041,,,STD,SSGOL006-9,SSGOL006-9,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XL",White,XL,GOL,schools365,FALSE,FALSE,,61159500,149,165.49,149,205,0,,0,gst-5,,,,,,,,,,,,,,,16.49,0,0,0,1,18-02-2026 21:06,SC-S2000067716,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 21:10,18-02-2026 21:12,,,,,,,,,,,23-02-2026 21:10,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XL",,,SSGOL006-9,,,,,,,,,cashfree,,FALSE,
445508-1,S2000067716,Online,,,,FALSE,0,11436899,School Accessories,,,,,,Bangalore,Karnataka,IN,560041,,,STD,SSGOL006-9,SSGOL006-9,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XL",White,XL,GOL,schools365,FALSE,FALSE,,61159500,149,165.49,149,205,0,,0,gst-5,,,,,,,,,,,,,,,16.49,0,0,0,1,18-02-2026 21:06,SC-S2000067716,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 21:10,18-02-2026 21:12,,,,,,,,,,,23-02-2026 21:10,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XL",,,SSGOL006-9,,,,,,,,,cashfree,,FALSE,
445510-0,S2000067716,Online,,,,FALSE,0,11436899,School Accessories,,,,,,Bangalore,Karnataka,IN,560041,,,STD,SSGOL004-4,SSGOL004-4,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - XL,Blue,XL,GOL,schools365,FALSE,FALSE,,61159500,149,165.49,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,16.49,0,0,0,1,18-02-2026 21:06,SC-S2000067716,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 21:10,18-02-2026 21:12,,,,,,,,,,,23-02-2026 21:10,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - XL,,,SSGOL004-4,,,,,,,,,cashfree,,FALSE,
445512-0,S2000067716,Online,,,,FALSE,0,11436899,School Accessories,,,,,,Bangalore,Karnataka,IN,560041,,,STD,KCSFS002-36,KCSFS002-36,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 36,Navy Blue,36,GOL,schools365,FALSE,FALSE,,61102000,999,998.53,899,,0,,0,gst-5,,,,,,,,,,,,,,,99.53,0,0,0,1,18-02-2026 21:06,SC-S2000067716,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 21:10,18-02-2026 21:12,,,,,,,,,,,23-02-2026 21:10,,,,,,,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 36,,,KCSFS002-36,,,,,,,,,cashfree,,FALSE,
445514-0,S2000067717,Online,,,,FALSE,0,11436908,School Accessories,,,,,,Bengaluru,Karnataka,IN,560061,,,STD,SSGOL004-2,SSGOL004-2,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,Blue,M,GOL,schools365,FALSE,FALSE,,61159500,149,154.17,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,5.17,0,0,0,1,18-02-2026 21:18,SC-S2000067717,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 21:20,18-02-2026 21:22,,,,,,,,,,,23-02-2026 21:20,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,,,SSGOL004-2,,,,,,,,,cashfree,,FALSE,
445514-1,S2000067717,Online,,,,FALSE,0,11436908,School Accessories,,,,,,Bengaluru,Karnataka,IN,560061,,,STD,SSGOL004-2,SSGOL004-2,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,Blue,M,GOL,schools365,FALSE,FALSE,,61159500,149,154.17,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,5.17,0,0,0,1,18-02-2026 21:18,SC-S2000067717,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 21:20,18-02-2026 21:22,,,,,,,,,,,23-02-2026 21:20,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,,,SSGOL004-2,,,,,,,,,cashfree,,FALSE,
445514-2,S2000067717,Online,,,,FALSE,0,11436908,School Accessories,,,,,,Bengaluru,Karnataka,IN,560061,,,STD,SSGOL004-2,SSGOL004-2,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,Blue,M,GOL,schools365,FALSE,FALSE,,61159500,149,154.17,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,5.17,0,0,0,1,18-02-2026 21:18,SC-S2000067717,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 21:20,18-02-2026 21:22,,,,,,,,,,,23-02-2026 21:20,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,,,SSGOL004-2,,,,,,,,,cashfree,,FALSE,
445516-0,S2000067717,Online,,,,FALSE,0,11436908,School Accessories,,,,,,Bengaluru,Karnataka,IN,560061,,,STD,KYTP002-30,KYTP002-30,GOL Sri Kumaran Yogapant - Black - Size : 30,Black,30,GOL,schools365,FALSE,FALSE,,61034200,999,661.18,639,,0,,0,gst-5,,,,,,,,,,,,,,,22.18,0,0,0,1,18-02-2026 21:18,SC-S2000067717,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 21:20,18-02-2026 21:22,,,,,,,,,,,23-02-2026 21:20,,,,,,,GOL Sri Kumaran Yogapant - Black - Size : 30,,,KYTP002-30,,,,,,,,,cashfree,,FALSE,
445518-0,S2000067717,Online,,,,FALSE,0,11436908,School Accessories,,,,,,Bengaluru,Karnataka,IN,560061,,,STD,KCSFS001-30,KCSFS001-30,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 30,Navy Blue,30,GOL,schools365,FALSE,FALSE,,61102000,999,899.17,869,,0,,0,gst-5,,,,,,,,,,,,,,,30.17,0,0,0,1,18-02-2026 21:18,SC-S2000067717,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 21:20,18-02-2026 21:22,,,,,,,,,,,23-02-2026 21:20,,,,,,,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 30,,,KCSFS001-30,,,,,,,,,cashfree,,FALSE,
445520-0,S2000067717,Online,,,,FALSE,0,11436908,School Accessories,,,,,,Bengaluru,Karnataka,IN,560061,,,STD,RBKPB001-4,RBKPB001-4,Reebok Prodigy Black School Shoes - 4US,Black,4US,Reebok,schools365,FALSE,FALSE,,64041990,2699,2109.8,2039,,0,,0,Range-5-18,,,,,,,,,,,,,,,70.8,0,0,0,1,18-02-2026 21:18,SC-S2000067717,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 21:20,18-02-2026 21:22,,,,,,,,,,,23-02-2026 21:20,,,,,,,Reebok Prodigy Black School Shoes - 4US,,,RBKPB001-4,,,,,,,,,cashfree,,FALSE,
445522-0,S2000067717,Online,,,,FALSE,0,11436908,School Accessories,,,,,,Bengaluru,Karnataka,IN,560061,,,STD,SSGOL006-7,SSGOL006-7,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",White,M,GOL,schools365,FALSE,FALSE,,61159500,149,154.17,149,205,0,,0,gst-5,,,,,,,,,,,,,,,5.17,0,0,0,1,18-02-2026 21:18,SC-S2000067717,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 21:20,18-02-2026 21:22,,,,,,,,,,,23-02-2026 21:20,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",,,SSGOL006-7,,,,,,,,,cashfree,,FALSE,
445522-1,S2000067717,Online,,,,FALSE,0,11436908,School Accessories,,,,,,Bengaluru,Karnataka,IN,560061,,,STD,SSGOL006-7,SSGOL006-7,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",White,M,GOL,schools365,FALSE,FALSE,,61159500,149,154.17,149,205,0,,0,gst-5,,,,,,,,,,,,,,,5.17,0,0,0,1,18-02-2026 21:18,SC-S2000067717,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,18-02-2026 21:20,18-02-2026 21:22,,,,,,,,,,,23-02-2026 21:20,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",,,SSGOL006-7,,,,,,,,,cashfree,,FALSE,
